pluno,2016-02-01/2016-02-07,2016-02-08/2016-02-14,2016-02-15/2016-02-21,2016-02-22/2016-02-28,2016-02-29/2016-03-06,2016-03-07/2016-03-13,2016-03-14/2016-03-20,2016-03-21/2016-03-27,2016-03-28/2016-04-03,2016-04-04/2016-04-10,2016-04-11/2016-04-17,2016-04-18/2016-04-24,2016-04-25/2016-05-01,2016-05-02/2016-05-08,2016-05-09/2016-05-15,2016-05-16/2016-05-22,2016-05-23/2016-05-29,2016-05-30/2016-06-05,2016-06-06/2016-06-12,2016-06-13/2016-06-19,2016-06-20/2016-06-26,2016-06-27/2016-07-03,2016-07-04/2016-07-10,2016-07-11/2016-07-17,2016-07-18/2016-07-24,2016-07-25/2016-07-31
1000,11.0,12.0,9.0,9.0,5.0,7.0,8.0,4.0,9.0,7.0,21.0,8.0,4.0,16.0,11.0,10.0,7.0,14.0,8.0,19.0,8.0,7.0,5.0,8.0,15.0,11.0
1010,9.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,1.0,2.0,0.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0,3.0,3.0
1011,90.0,22.0,32.0,8.0,12.0,4.0,13.0,8.0,13.0,10.0,9.0,10.0,12.0,10.0,14.0,8.0,7.0,10.0,4.0,6.0,7.0,12.0,9.0,2.0,14.0,13.0
1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1013,8.0,2.0,5.0,9.0,5.0,2.0,9.0,6.0,7.0,6.0,4.0,2.0,3.0,6.0,10.0,7.0,6.0,6.0,17.0,9.0,17.0,7.0,4.0,11.0,17.0,23.0
1014,15.0,9.0,11.0,10.0,7.0,10.0,9.0,23.0,30.0,10.0,11.0,28.0,22.0,9.0,9.0,13.0,8.0,12.0,14.0,13.0,17.0,19.0,35.0,23.0,40.0,14.0
1015,10.0,9.0,5.0,7.0,5.0,1.0,8.0,8.0,15.0,7.0,10.0,19.0,18.0,6.0,5.0,3.0,4.0,22.0,21.0,6.0,8.0,20.0,2.0,11.0,16.0,6.0
1020,46.0,0.0,7.0,3.0,3.0,2.0,9.0,13.0,4.0,19.0,20.0,0.0,2.0,5.0,14.0,6.0,4.0,2.0,23.0,0.0,4.0,0.0,2.0,1.0,3.0,1.0
1030,0.0,25.0,15.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,6.0,0.0,6.0,13.0,3.0,11.0,52.0,1.0,0.0,0.0,0.0,18.0,5.0,5.0,4.0,0.0
1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,5.0,16.0,12.0,5.0,0.0,0.0,0.0
1040,10.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,8.0,13.0
1041,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,11.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
1043,6.0,1.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0
1044,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1045,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1050,20.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0,11.0,4.0,2.0,1.0,20.0,1.0,10.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,12.0,40.0,0.0,0.0,0.0,0.0,0.0
1100,0.0,0.0,5.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
1101,1.0,0.0,3.0,2.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1102,2.0,3.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
1103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,0.0,4.0,4.0,0.0,2.0,1.0
1105,2.0,0.0,2.0,6.0,1.0,14.0,10.0,8.0,2.0,15.0,20.0,17.0,15.0,5.0,0.0,1.0,0.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,1.0,2.0
1110,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0
1111,5.0,5.0,5.0,5.0,3.0,4.0,0.0,10.0,42.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,150.0,1.0,40.0,1.0,0.0,1.0,11.0,2.0,1.0
1112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1114,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0
1120,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0
1121,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1122,8.0,3.0,5.0,2.0,8.0,0.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,5.0,4.0,1.0,5.0,3.0,3.0,1.0,2.0,3.0
1123,3.0,0.0,7.0,3.0,1.0,3.0,2.0,5.0,4.0,2.0,4.0,1.0,6.0,1.0,1.0,0.0,4.0,1.0,2.0,4.0,0.0,1.0,1.0,3.0,1.0,6.0
1124,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
1130,13.0,5.0,15.0,6.0,5.0,14.0,8.0,17.0,10.0,15.0,12.0,7.0,4.0,19.0,6.0,4.0,24.0,6.0,13.0,5.0,9.0,13.0,6.0,14.0,14.0,7.0
1131,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
1140,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,12.0,0.0,9.0,13.0,12.0,6.0,13.0,10.0,5.0,5.0,10.0,18.0,2.0,6.0,14.0,6.0,4.0,9.0,11.0,9.0,2.0,9.0,5.0,10.0,4.0,21.0
1151,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
1152,5.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,4.0
1153,10.0,0.0,3.0,2.0,1.0,5.0,8.0,13.0,1.0,17.0,10.0,5.0,10.0,6.0,7.0,3.0,12.0,7.0,5.0,5.0,5.0,1.0,3.0,14.0,10.0,12.0
1154,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1400,3.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,2.0,1.0,0.0,2.0,8.0,1.0,2.0,2.0,3.0,3.0,6.0
1401,4.0,0.0,5.0,9.0,2.0,12.0,8.0,9.0,4.0,5.0,3.0,6.0,12.0,6.0,5.0,0.0,1.0,4.0,5.0,1.0,7.0,7.0,3.0,5.0,1.0,6.0
1402,1.0,0.0,3.0,5.0,0.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0
1403,7.0,0.0,4.0,7.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,15.0,2.0,4.0,3.0,2.0,4.0,4.0,1.0
1404,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0
1405,11.0,2.0,3.0,2.0,2.0,5.0,5.0,6.0,18.0,4.0,13.0,6.0,0.0,1.0,6.0,1.0,3.0,5.0,10.0,2.0,5.0,5.0,4.0,0.0,6.0,5.0
1406,7.0,2.0,1.0,3.0,4.0,2.0,5.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,2.0,4.0,1.0,1.0,3.0
1407,4.0,4.0,2.0,7.0,0.0,10.0,4.0,6.0,14.0,4.0,10.0,2.0,10.0,7.0,3.0,5.0,11.0,4.0,6.0,4.0,10.0,7.0,13.0,5.0,9.0,3.0
1408,19.0,3.0,7.0,13.0,3.0,5.0,3.0,6.0,10.0,8.0,6.0,4.0,4.0,3.0,7.0,6.0,3.0,3.0,9.0,9.0,3.0,4.0,5.0,11.0,8.0,4.0
1409,27.0,12.0,14.0,5.0,8.0,15.0,9.0,19.0,25.0,16.0,21.0,5.0,15.0,10.0,14.0,16.0,24.0,19.0,36.0,5.0,20.0,17.0,14.0,13.0,21.0,25.0
1410,8.0,10.0,5.0,2.0,4.0,0.0,2.0,4.0,3.0,6.0,2.0,3.0,1.0,4.0,1.0,3.0,5.0,3.0,3.0,2.0,1.0,1.0,6.0,2.0,3.0,3.0
1411,3.0,3.0,0.0,3.0,4.0,0.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0
1412,3.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,6.0,3.0,2.0,4.0,0.0,3.0,6.0,3.0,2.0,4.0,2.0,3.0,1.0
1413,9.0,3.0,5.0,4.0,0.0,3.0,13.0,7.0,5.0,12.0,12.0,6.0,3.0,10.0,3.0,6.0,11.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,3.0,6.0
1414,6.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0
1420,4.0,4.0,11.0,2.0,6.0,2.0,2.0,2.0,7.0,7.0,13.0,2.0,7.0,3.0,3.0,7.0,3.0,2.0,7.0,4.0,0.0,2.0,2.0,10.0,3.0,9.0
1421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,2.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0
1423,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1424,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,4.0,1.0,0.0,5.0,1.0,2.0,3.0,2.0,4.0,0.0,3.0,3.0,0.0,2.0,6.0,0.0,3.0
1425,0.0,3.0,1.0,3.0,5.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,2.0,4.0,6.0,5.0,1.0,0.0,5.0,2.0,1.0,2.0
1426,0.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0
1427,0.0,2.0,2.0,5.0,3.0,0.0,4.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,6.0,1.0,2.0,3.0,4.0
1428,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,3.0,9.0,2.0,2.0
1430,0.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,3.0,3.0,0.0,1.0,9.0,1.0,3.0,6.0,5.0
1431,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1434,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1440,6.433999999999999,0.0,0.664,0.0,0.9500000000000001,0.0,0.9500000000000002,0.192,2.044,0.948,0.588,0.0,1.1219999999999999,2.204,1.672,1.468,0.46,0.5559999999999999,1.773,3.8660000000000005,0.0,0.0,0.0,2.048,1.81,1.8760000000000001
1450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
1451,1.0,0.0,2.0,11.0,7.0,3.0,1.0,4.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0
1452,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0
1453,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0
1454,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1455,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
1456,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
1457,3.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0
1458,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
1459,6.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,10.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0
1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1461,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,4.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,7.0,11.0,4.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
1464,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1465,0.0,1.0,7.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1466,2.0,0.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1470,4.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0
1471,4.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0
1472,18.0,14.0,20.0,18.0,10.0,5.0,10.0,16.0,10.0,10.0,10.0,13.0,5.0,11.0,13.0,6.0,3.0,14.0,7.0,3.0,4.0,9.0,2.0,7.0,9.0,12.0
1473,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
1474,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1475,5.0,3.0,12.0,2.0,6.0,7.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,9.0,9.0,3.0,5.0,0.0,5.0,1.0,7.0,4.0,12.0,3.0,10.0,7.0
1476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1477,7.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0
1480,7.0,3.0,1.0,5.0,5.0,3.0,8.0,9.0,3.0,2.0,2.0,4.0,1.0,7.0,4.0,3.0,7.0,3.0,3.0,3.0,9.0,8.0,5.0,10.0,6.0,5.0
1481,6.0,2.0,6.0,7.0,0.0,4.0,7.0,2.0,3.0,5.0,6.0,2.0,4.0,5.0,12.0,5.0,12.0,6.0,1.0,7.0,2.0,5.0,4.0,2.0,3.0,5.0
1482,7.0,2.0,2.0,3.0,1.0,4.0,2.0,6.0,2.0,0.0,3.0,5.0,1.0,4.0,6.0,3.0,6.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0
1483,19.0,23.0,19.0,22.0,9.0,7.0,4.0,9.0,9.0,9.0,12.0,6.0,7.0,10.0,7.0,1.0,3.0,8.0,4.0,8.0,5.0,11.0,13.0,6.0,12.0,6.0
1484,15.0,346.0,11.0,11.0,4.0,4.0,19.0,1.0,14.0,5.0,3.0,1.0,4.0,9.0,9.0,8.0,4.0,1.0,2.0,3.0,11.0,2.0,3.0,10.0,5.0,2.0
1485,0.0,1.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
1486,6.0,3.0,6.0,5.0,5.0,7.0,20.0,12.0,2.0,7.0,11.0,5.0,6.0,11.0,1.0,11.0,2.0,13.0,8.0,4.0,7.0,5.0,5.0,17.0,5.0,13.0
1487,7.0,0.0,7.0,2.0,0.0,10.0,5.0,4.0,1.0,1.0,6.0,0.0,0.0,8.0,11.0,6.0,2.0,1.0,0.0,4.0,0.0,6.0,1.0,3.0,0.0,2.0
1490,9.0,6.0,15.0,12.0,8.0,4.0,15.0,10.0,0.0,4.0,9.0,7.0,0.0,4.0,23.0,7.0,5.0,12.0,8.0,7.0,10.0,11.0,8.0,7.0,1.0,13.0
1491,8.0,1.0,2.0,2.0,1.0,0.0,4.0,5.0,1.0,4.0,0.0,2.0,1.0,3.0,4.0,1.0,4.0,5.0,1.0,0.0,2.0,3.0,2.0,6.0,0.0,4.0
1492,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
1493,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1494,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1495,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1500,20.0,3.0,3.0,9.0,5.0,4.0,12.0,18.0,13.0,8.0,24.0,16.0,4.0,12.0,13.0,21.0,12.0,12.0,10.0,14.0,17.0,9.0,5.0,28.0,11.0,10.0
1501,2.0,2.0,1.0,5.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1502,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0
1510,7.0,4.0,4.0,0.0,3.0,0.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,6.0,4.0,0.0,2.0,1.0,1.0,2.0,6.0
1511,171.0,72.0,104.0,98.0,118.0,116.0,118.0,185.0,206.0,118.0,809.0,97.0,91.0,114.0,884.0,152.0,192.0,105.0,141.0,109.0,171.0,185.0,138.0,138.0,183.0,209.0
1512,23.0,0.0,1.0,9.0,8.0,4.0,1.0,7.0,1.0,8.0,13.0,0.0,1.0,17.0,15.0,2.0,4.0,13.0,1.0,1.0,3.0,5.0,0.0,16.0,2.0,15.0
1513,24.0,4.0,4.0,6.0,11.0,9.0,11.0,5.0,21.0,15.0,19.0,5.0,16.0,13.0,16.0,23.0,15.0,11.0,11.0,29.0,22.0,21.0,12.0,23.0,19.0,16.0
1514,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,7.0,4.0,5.0,7.0,2.0,1.0
1520,119.0,56.0,60.0,140.0,79.0,98.0,112.0,72.0,80.0,89.0,86.0,47.0,119.0,85.0,61.0,65.0,75.0,103.0,63.0,79.0,90.0,66.0,79.0,78.0,77.0,107.0
1521,1.0,2.0,1.0,8.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1523,9.0,3.0,5.0,8.0,14.0,12.0,13.0,16.0,12.0,20.0,23.0,16.0,8.0,18.0,18.0,4.0,16.0,8.0,14.0,21.0,12.0,29.0,6.0,7.0,13.0,9.0
1524,3.0,5.0,3.0,10.0,1.0,5.0,2.0,6.0,1.0,1.0,2.0,12.0,6.0,5.0,5.0,3.0,18.0,7.0,1.0,2.0,3.0,3.0,1.0,5.0,2.0,4.0
1525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
